study_hours_per_week,attendance_rate,midterm_score,homework_avg_score,sleep_hours_per_night,time_on_social_media_min_per_day,gender,commute_time_minutes,has_part_time_job,favorite_music_genre,final_exam_score
5.1,0.66,50.0,38.0,8.2,269.0,0.0,14.0,0.0,calm,58.0
31.7,0.76,78.0,73.0,9.1,236.0,0.0,48.0,1.0,calm,96.0
9.5,0.69,67.0,61.0,7.2,120.0,1.0,33.0,0.0,calm,80.0
36.9,1.0,55.0,41.0,9.8,77.0,1.0,27.0,0.0,calm,95.0
9.5,0.6,73.0,53.0,9.4,140.0,1.0,87.0,0.0,calm,74.0
24.8,0.83,85.0,56.0,9.1,36.0,0.0,84.0,0.0,calm,92.0
5.4,0.54,53.0,58.0,10.0,174.0,0.0,81.0,0.0,energetic,60.0
26.8,0.87,70.0,60.0,9.9,225.0,1.0,56.0,1.0,energetic,90.0
38.8,0.83,64.0,47.0,7.6,245.0,1.0,17.0,0.0,calm,100.0
30.4,0.85,81.0,69.0,6.9,81.0,1.0,33.0,0.0,energetic,100.0
5.7,0.63,44.0,43.0,7.6,128.0,0.0,18.0,0.0,calm,62.0
31.4,0.89,87.0,72.0,5.0,48.0,1.0,72.0,0.0,energetic,100.0
24.4,0.73,83.0,51.0,6.6,33.0,1.0,68.0,0.0,energetic,99.0
22.5,0.85,73.0,46.0,4.6,198.0,0.0,13.0,0.0,calm,88.0
21.2,0.56,55.0,42.0,9.4,218.0,0.0,15.0,0.0,calm,73.0
26.8,0.78,75.0,43.0,5.0,148.0,1.0,62.0,1.0,energetic,97.0
35.0,0.83,67.0,45.0,4.1,171.0,0.0,32.0,0.0,energetic,93.0
19.2,0.67,42.0,33.0,6.9,34.0,0.0,61.0,0.0,energetic,78.0
28.7,0.8,56.0,55.0,7.5,99.0,1.0,49.0,0.0,energetic,92.0
32.7,0.72,60.0,51.0,7.9,133.0,0.0,30.0,0.0,energetic,90.0
10.1,0.52,83.0,56.0,7.9,171.0,1.0,50.0,0.0,calm,77.0
15.5,0.66,81.0,50.0,7.6,113.0,0.0,44.0,0.0,energetic,82.0
8.1,0.47,64.0,53.0,4.9,170.0,0.0,66.0,0.0,calm,62.0
13.3,0.66,95.0,54.0,5.8,159.0,1.0,63.0,0.0,calm,90.0
22.4,0.67,86.0,60.0,4.8,274.0,1.0,34.0,0.0,energetic,88.0
19.4,0.77,69.0,69.0,5.8,182.0,0.0,84.0,0.0,energetic,91.0
10.6,0.51,87.0,65.0,5.9,103.0,1.0,7.0,0.0,energetic,85.0
37.4,0.87,79.0,50.0,8.0,151.0,0.0,67.0,1.0,calm,100.0
25.1,0.58,51.0,40.0,8.4,247.0,1.0,26.0,0.0,energetic,78.0
19.1,0.82,44.0,37.0,5.2,140.0,1.0,48.0,0.0,calm,79.0
20.5,0.57,73.0,66.0,6.9,188.0,1.0,20.0,1.0,energetic,85.0
34.7,1.0,69.0,63.0,5.4,192.0,1.0,22.0,1.0,calm,100.0
6.1,0.68,80.0,71.0,6.3,164.0,0.0,68.0,0.0,calm,82.0
30.0,0.73,46.0,39.0,8.4,130.0,1.0,31.0,0.0,calm,83.0
19.5,0.68,53.0,45.0,6.6,87.0,0.0,86.0,0.0,calm,77.0
27.1,0.74,83.0,49.0,6.8,273.0,1.0,32.0,1.0,energetic,98.0
30.6,0.93,58.0,61.0,7.0,32.0,0.0,24.0,1.0,calm,100.0
25.5,0.79,53.0,57.0,7.9,117.0,0.0,89.0,1.0,calm,82.0
20.9,0.79,56.0,59.0,9.9,290.0,1.0,48.0,1.0,calm,80.0
20.7,0.58,55.0,64.0,7.1,221.0,0.0,60.0,0.0,calm,74.0
31.6,0.91,44.0,61.0,5.7,36.0,1.0,85.0,0.0,calm,95.0
20.1,0.78,94.0,66.0,9.2,93.0,0.0,75.0,0.0,energetic,100.0
10.2,0.72,67.0,65.0,8.2,229.0,0.0,77.0,1.0,calm,75.0
5.5,0.53,55.0,60.0,5.7,180.0,0.0,6.0,1.0,energetic,62.0
13.8,0.5,50.0,53.0,7.8,256.0,0.0,27.0,1.0,energetic,69.0
19.1,0.71,73.0,55.0,7.2,292.0,0.0,80.0,0.0,energetic,85.0
35.7,0.95,62.0,53.0,4.0,201.0,1.0,21.0,0.0,calm,100.0
26.2,0.76,57.0,46.0,6.7,103.0,1.0,67.0,1.0,energetic,87.0
33.6,0.79,68.0,65.0,9.7,51.0,0.0,7.0,0.0,calm,100.0
27.9,0.58,61.0,51.0,7.4,225.0,0.0,72.0,1.0,energetic,84.0
36.0,0.76,53.0,36.0,7.0,288.0,0.0,12.0,0.0,energetic,84.0
11.8,0.44,146.2084179945534,57.0,7.3,199.0,0.0,76.0,1.0,energetic,73.0
7.7,0.64,62.0,50.0,7.6,133.0,1.0,81.0,0.0,calm,74.0
26.4,0.57,72.0,44.0,5.3,215.0,0.0,68.0,0.0,calm,88.0
14.4,0.7,94.0,70.0,7.8,244.0,0.0,19.0,1.0,calm,90.0
32.9,0.86,56.0,51.0,4.1,117.0,0.0,74.0,1.0,calm,91.0
34.6,1.0,66.0,52.0,5.0,161.0,0.0,8.0,0.0,calm,100.0
31.8,0.56,56.0,59.0,5.0,220.0,1.0,6.0,0.0,energetic,86.0
23.8,0.6,60.0,59.0,9.2,266.0,0.0,55.0,0.0,energetic,82.0
12.8,0.41,49.0,56.0,8.8,33.0,0.0,33.0,1.0,energetic,69.0
24.7,0.87,75.0,61.0,9.0,123.0,0.0,47.0,1.0,calm,95.0
14.1,0.66,84.0,53.0,9.3,241.0,0.0,50.0,1.0,calm,82.0
33.5,0.99,79.0,44.0,7.7,299.0,1.0,76.0,1.0,calm,99.0
35.2,0.91,54.0,52.0,7.0,105.0,0.0,68.0,1.0,energetic,99.0
38.5,0.89,,63.0,9.8,254.0,1.0,14.0,1.0,calm,100.0
15.5,0.64,70.0,69.0,6.0,59.0,1.0,39.0,0.0,energetic,81.0
39.6,1.0,51.0,54.0,9.2,109.0,1.0,13.0,0.0,calm,100.0
35.1,0.88,80.0,45.0,4.9,265.0,1.0,85.0,1.0,calm,100.0
31.3,0.75,65.0,52.0,6.4,212.0,0.0,69.0,0.0,calm,93.0
38.2,0.9,61.0,42.0,8.5,96.0,0.0,35.0,0.0,calm,100.0
18.1,0.78,91.0,58.0,7.8,256.0,1.0,16.0,0.0,calm,88.0
17.4,0.66,41.0,45.0,5.0,177.0,1.0,5.0,0.0,calm,70.0
16.9,,62.0,58.0,8.9,165.0,1.0,38.0,0.0,calm,76.0
21.6,0.68,47.0,44.0,9.7,144.0,1.0,41.0,1.0,energetic,71.0
33.2,1.4359324336552441,94.0,76.0,6.9,270.0,1.0,33.0,1.0,calm,100.0
18.8,0.74,72.0,62.0,4.1,33.0,0.0,52.0,0.0,calm,93.0
20.6,0.58,65.0,69.0,8.6,98.0,1.0,,1.0,calm,81.0
18.8,0.78,50.0,64.0,4.9,86.0,0.0,48.0,0.0,energetic,77.0
38.9,0.78,94.0,61.0,5.1,251.0,1.0,47.0,1.0,energetic,100.0
33.2,0.8,60.0,53.0,8.0,67.0,1.0,12.0,1.0,energetic,94.0
33.2,0.79,89.0,70.0,7.2,44.0,0.0,7.0,1.0,energetic,100.0
15.5,0.71,82.0,52.0,8.6,194.0,1.0,48.0,0.0,calm,85.0
30.2,0.77,57.0,59.0,6.6,40.0,0.0,58.0,1.0,calm,97.0
23.7,0.68,83.0,46.0,8.6,97.0,0.0,42.0,0.0,calm,92.0
39.1,0.85,87.0,47.0,8.6,151.0,1.0,17.0,0.0,energetic,100.0
39.8,0.95,54.0,45.0,7.6,68.0,1.0,74.0,0.0,calm,100.0
13.3,0.64,88.0,51.0,7.8,150.0,1.0,64.0,1.0,energetic,83.0
34.6,0.85,94.0,52.0,7.9,37.0,0.0,69.0,1.0,calm,100.0
16.1,0.71,56.0,51.0,9.8,239.0,0.0,81.0,1.0,energetic,76.0
23.0,0.61,68.0,42.0,4.2,40.0,0.0,41.0,0.0,energetic,81.0
8.1,0.52,42.0,56.0,9.1,289.0,0.0,86.0,0.0,energetic,61.0
24.9,1.0,87.0,47.0,7.6,282.0,1.0,76.0,0.0,energetic,100.0
11.5,0.58,70.0,45.0,8.5,148.0,1.0,75.0,0.0,energetic,74.0
38.3,0.72,84.0,56.0,4.8,163.0,1.0,63.0,1.0,calm,99.0
29.7,0.77,68.0,46.0,8.0,223.0,1.0,73.0,0.0,calm,91.0
11.7,0.49,45.0,54.0,7.5,65.0,0.0,48.0,1.0,energetic,68.0
26.5,0.91,81.0,53.0,6.3,227.0,0.0,77.0,1.0,energetic,99.0
24.9,0.73,89.0,76.0,7.9,207.0,0.0,28.0,0.0,calm,91.0
10.5,0.52,47.0,59.0,9.5,123.0,0.0,29.0,1.0,calm,63.0
27.9,0.68,87.0,47.0,5.5,300.0,0.0,51.0,0.0,energetic,96.0
13.9,0.72,71.0,51.0,6.5,166.0,0.0,83.0,0.0,calm,80.0
38.6,1.2973932045543761,59.0,62.0,6.6,134.0,0.0,50.0,0.0,energetic,100.0
15.1,0.68,91.0,64.0,4.1,155.0,1.0,18.0,1.0,calm,92.0
33.1,1.4519947568524505,65.0,63.0,10.0,60.0,0.0,22.0,0.0,energetic,96.0
36.6,0.96,43.0,46.0,6.4,296.0,1.0,20.0,0.0,calm,96.0
25.9,0.73,85.0,74.0,4.9,219.0,0.0,53.0,1.0,calm,99.0
28.8,0.84,66.0,46.0,8.3,85.0,0.0,51.0,0.0,calm,95.0
13.0,0.57,43.0,42.0,9.9,284.0,1.0,41.0,1.0,energetic,65.0
31.1,0.67,54.0,51.0,8.6,203.0,1.0,19.0,0.0,energetic,86.0
24.2,0.57,54.0,50.0,6.1,193.0,0.0,63.0,0.0,energetic,78.0
37.4,0.65,50.0,45.0,5.3,118.0,0.0,46.0,1.0,calm,91.0
15.1,0.6,49.0,49.0,5.0,284.0,1.0,12.0,0.0,calm,72.0
39.6,0.79,88.0,47.0,4.4,246.0,0.0,61.0,0.0,energetic,100.0
34.9,0.91,55.0,60.0,5.0,95.0,0.0,39.0,0.0,calm,91.0
20.9,0.71,50.0,41.0,8.4,84.0,0.0,37.0,1.0,calm,78.0
12.4,0.72,56.0,52.0,8.4,105.0,1.0,90.0,0.0,energetic,79.0
14.7,0.7,84.0,46.0,7.8,89.0,0.0,70.0,0.0,calm,86.0
24.4,0.71,63.0,44.0,9.8,241.0,1.0,12.0,0.0,calm,83.0
21.3,0.68,70.0,47.0,7.8,92.0,0.0,84.0,0.0,calm,83.0
12.6,0.46,42.0,61.0,5.0,128.0,1.0,73.0,0.0,energetic,63.0
27.7,0.86,94.0,78.0,9.8,131.0,1.0,59.0,0.0,calm,100.0
19.4,0.61,49.0,56.0,8.7,210.0,1.0,27.0,0.0,energetic,77.0
22.3,0.68,87.0,50.0,7.1,220.0,1.0,13.0,0.0,calm,90.0
39.7,1.0,43.0,34.0,4.9,230.0,1.0,84.0,0.0,calm,86.0
15.9,0.89,41.0,56.0,5.6,100.0,0.0,62.0,0.0,energetic,81.0
36.1,0.86,56.0,38.0,5.1,231.0,1.0,18.0,1.0,calm,92.0
25.5,0.81,82.0,53.0,9.3,257.0,1.0,26.0,0.0,calm,94.0
36.3,1.0,82.0,74.0,6.7,205.0,1.0,78.0,1.0,energetic,100.0
16.0,0.62,70.0,49.0,9.3,70.0,0.0,40.0,1.0,energetic,80.0
17.3,0.81,69.0,54.0,4.7,279.0,1.0,76.0,1.0,calm,80.0
12.4,0.6,45.0,48.0,5.6,286.0,0.0,60.0,1.0,calm,64.0
16.3,0.68,81.0,70.0,4.8,275.0,1.0,13.0,0.0,energetic,86.0
7.1,0.45,46.0,49.0,9.5,248.0,0.0,19.0,0.0,calm,56.0
34.4,0.95,85.0,75.0,9.2,67.0,1.0,75.0,1.0,energetic,100.0
20.5,0.63,86.0,70.0,8.8,248.0,1.0,89.0,1.0,calm,84.0
19.3,0.77,77.0,48.0,9.2,257.0,0.0,63.0,0.0,energetic,88.0
22.4,0.79,61.0,50.0,5.3,232.0,0.0,72.0,0.0,calm,81.0
21.5,0.68,52.0,40.0,8.3,265.0,1.0,53.0,1.0,calm,78.0
35.1,0.93,49.0,36.0,7.1,154.0,0.0,83.0,0.0,energetic,95.0
5.9,0.42,53.0,53.0,4.6,265.0,1.0,17.0,0.0,energetic,57.0
30.8,0.89,83.0,48.0,8.1,172.0,0.0,46.0,0.0,calm,100.0
13.7,0.66,71.0,52.0,6.9,299.0,0.0,64.0,0.0,energetic,77.0
28.6,0.82,57.0,67.0,8.3,203.0,0.0,28.0,0.0,energetic,93.0
22.3,0.71,85.0,48.0,8.0,203.0,1.0,29.0,1.0,calm,88.0
7.1,0.39,46.0,42.0,8.1,84.0,0.0,39.0,0.0,calm,61.0
33.2,0.73,72.0,69.0,7.5,147.0,0.0,73.0,1.0,energetic,100.0
23.8,0.74,77.0,58.0,5.2,144.0,0.0,40.0,0.0,calm,87.0
21.7,0.8,95.0,72.0,7.8,286.0,1.0,7.0,1.0,calm,100.0
35.9,0.93,49.0,53.0,4.0,60.0,1.0,23.0,1.0,calm,99.0
-35.93403914416684,0.84,93.0,58.0,9.1,260.0,1.0,45.0,0.0,calm,100.0
35.8,0.92,79.0,51.0,6.0,56.0,1.0,83.0,1.0,energetic,100.0
19.3,0.66,77.0,49.0,5.6,238.0,0.0,34.0,0.0,calm,81.0
10.2,0.68,,61.0,8.9,123.0,0.0,22.0,0.0,calm,76.0
29.4,0.64,46.0,45.0,9.0,68.0,0.0,10.0,0.0,calm,81.0
33.1,0.87,40.0,50.0,4.0,181.0,0.0,63.0,1.0,calm,86.0
11.0,0.65,89.0,68.0,5.5,212.0,1.0,30.0,0.0,energetic,87.0
31.9,0.87,84.0,64.0,5.3,199.0,0.0,60.0,0.0,energetic,100.0
37.5,0.97,83.0,50.0,5.3,247.0,1.0,41.0,1.0,energetic,100.0
5.6,0.63,59.0,52.0,5.0,201.0,0.0,13.0,0.0,energetic,62.0
37.1,0.84,45.0,59.0,9.2,208.0,0.0,70.0,0.0,calm,93.0
14.3,0.61,79.0,51.0,7.2,39.0,0.0,17.0,1.0,calm,89.0
33.5,0.92,42.0,48.0,4.2,104.0,0.0,77.0,0.0,energetic,86.0
24.8,0.96,57.0,62.0,8.4,206.0,0.0,80.0,1.0,energetic,91.0
37.3,1.0,51.0,48.0,4.2,91.0,1.0,9.0,0.0,calm,100.0
15.3,0.69,60.0,38.0,8.5,290.0,0.0,69.0,0.0,energetic,67.0
17.7,0.57,78.0,66.0,7.6,174.0,0.0,5.0,1.0,energetic,85.0
18.8,0.55,70.0,52.0,9.1,254.0,0.0,8.0,1.0,calm,79.0
34.8,0.71,40.0,38.0,4.1,168.0,0.0,9.0,0.0,energetic,79.0
13.9,0.49,-17.45677847105243,62.0,7.6,107.0,0.0,28.0,0.0,energetic,84.0
20.8,0.75,50.0,65.0,4.1,180.0,0.0,38.0,0.0,energetic,80.0
20.0,0.57,41.0,41.0,9.4,124.0,0.0,40.0,1.0,energetic,70.0
37.4,0.98,88.0,47.0,8.6,233.0,0.0,50.0,0.0,energetic,100.0
21.6,0.86,62.0,47.0,7.0,36.0,1.0,65.0,0.0,calm,91.0
5.2,0.71,89.0,73.0,7.3,239.0,1.0,66.0,0.0,calm,81.0
15.2,0.63,51.0,57.0,8.9,169.0,0.0,70.0,1.0,energetic,75.0
26.7,0.74,92.0,74.0,6.1,292.0,1.0,28.0,0.0,calm,100.0
26.6,0.94,73.0,57.0,9.4,291.0,1.0,31.0,0.0,energetic,93.0
6.6,0.62,47.0,57.0,6.0,289.0,0.0,45.0,1.0,calm,64.0
28.4,0.64,73.0,42.0,7.7,95.0,0.0,86.0,1.0,energetic,86.0
10.7,0.49,87.0,51.0,6.7,202.0,0.0,76.0,1.0,calm,79.0
23.4,0.65,66.0,43.0,7.5,284.0,1.0,21.0,1.0,energetic,83.0
9.4,0.6,64.0,40.0,9.0,112.0,1.0,78.0,1.0,energetic,70.0
22.0,0.88,87.0,61.0,5.0,169.0,1.0,36.0,1.0,calm,100.0
7.1,0.53,89.0,68.0,8.1,211.0,1.0,12.0,1.0,energetic,80.0
32.2,0.85,69.0,46.0,4.7,74.0,1.0,20.0,0.0,energetic,99.0
23.0,0.81,94.0,51.0,7.8,222.0,0.0,53.0,0.0,calm,99.0
6.9,0.46,88.0,58.0,8.8,81.0,1.0,86.0,1.0,calm,77.0
25.1,0.75,69.0,59.0,6.7,203.0,0.0,76.0,0.0,energetic,92.0
35.0,0.74,67.0,41.0,9.3,244.0,1.0,13.0,0.0,energetic,93.0
15.1,0.73,51.0,56.0,4.5,43.0,1.0,15.0,0.0,calm,81.0
7.4,0.75,81.0,47.0,9.9,95.0,1.0,32.0,0.0,calm,79.0
8.9,0.67,95.0,53.0,4.5,107.0,0.0,31.0,0.0,energetic,80.0
38.7,1.0,76.0,60.0,9.8,65.0,0.0,44.0,1.0,energetic,100.0
11.9,0.67,58.0,62.0,9.3,171.0,0.0,59.0,1.0,calm,72.0
7.6,0.62,75.0,45.0,5.1,154.0,1.0,29.0,0.0,energetic,72.0
31.7,0.8,51.0,65.0,6.6,80.0,0.0,35.0,0.0,energetic,97.0
38.8,0.94,46.0,56.0,6.3,272.0,1.0,27.0,0.0,calm,95.0
13.2,0.77,82.0,71.0,5.6,232.0,0.0,6.0,1.0,energetic,88.0
31.5,0.74,41.0,59.0,4.5,56.0,1.0,11.0,0.0,energetic,91.0
14.7,0.69,76.0,58.0,5.2,285.0,0.0,84.0,0.0,energetic,86.0
33.5,0.72,63.0,59.0,6.6,132.0,0.0,62.0,0.0,calm,94.0
31.7,0.93,41.0,52.0,4.4,115.0,1.0,46.0,0.0,calm,86.0
19.7,0.55,81.0,54.0,9.0,219.0,1.0,34.0,1.0,energetic,85.0
7.5,0.68,48.0,61.0,8.6,217.0,0.0,39.0,1.0,energetic,70.0
15.8,0.52,89.0,49.0,9.9,223.0,1.0,60.0,0.0,calm,82.0
22.4,0.86,52.0,37.0,9.2,234.0,0.0,39.0,0.0,calm,83.0
6.8,0.66,53.0,65.0,6.1,53.0,0.0,42.0,1.0,calm,70.0
17.6,0.55,54.0,42.0,5.0,162.0,1.0,89.0,0.0,energetic,67.0
23.9,0.62,72.0,61.0,8.5,292.0,1.0,26.0,1.0,calm,88.0
9.9,0.7,66.0,57.0,4.3,248.0,0.0,10.0,0.0,energetic,71.0
35.2,0.8,49.0,115.59572653104158,6.4,107.0,1.0,66.0,0.0,calm,95.0
11.3,0.55,67.0,59.0,4.6,66.0,0.0,50.0,0.0,calm,76.0
14.1,0.59,82.0,46.0,9.0,180.0,0.0,49.0,0.0,energetic,79.0
15.6,0.59,50.0,39.0,9.2,69.0,0.0,19.0,1.0,calm,68.0
25.6,0.82,94.0,77.0,7.4,264.0,0.0,44.0,1.0,calm,100.0
37.9,0.99,83.0,50.0,6.6,133.0,0.0,31.0,1.0,energetic,100.0
10.7,0.74,71.0,70.0,9.9,186.0,0.0,77.0,0.0,calm,82.0
16.1,0.54,76.0,62.0,5.1,253.0,1.0,64.0,1.0,calm,81.0
18.7,0.68,63.0,61.0,7.7,177.0,1.0,58.0,0.0,energetic,83.0
19.0,0.55,71.0,65.0,9.3,175.0,1.0,15.0,1.0,calm,83.0
34.6,0.99,58.0,42.0,9.9,35.0,0.0,15.0,1.0,energetic,98.0
29.3,0.88,56.0,54.0,4.1,41.0,0.0,87.0,0.0,energetic,90.0
-19.80397216900905,0.66,84.0,48.0,9.2,-249.68431458103697,0.0,13.0,0.0,energetic,94.0
32.4,0.87,42.0,34.0,7.4,236.0,1.0,86.0,0.0,energetic,84.0
25.3,0.72,90.0,62.0,6.9,107.0,1.0,74.0,0.0,calm,100.0
33.6,0.79,40.0,42.0,4.3,240.0,1.0,26.0,0.0,energetic,82.0
9.4,0.55,82.0,70.0,4.3,196.0,1.0,11.0,1.0,calm,85.0
12.6,0.68,89.0,55.0,9.4,117.0,1.0,28.0,1.0,energetic,90.0
39.2,0.97,74.0,48.0,8.3,276.0,0.0,7.0,0.0,calm,100.0
38.9,0.81,43.0,57.0,9.8,227.0,0.0,42.0,1.0,calm,89.0
27.1,0.88,42.0,50.0,4.5,108.0,0.0,54.0,1.0,calm,82.0
16.0,0.66,65.0,54.0,10.0,185.0,0.0,69.0,1.0,calm,76.0
11.8,0.54,94.0,61.0,4.3,241.0,1.0,66.0,0.0,calm,90.0
38.0,0.78,74.0,69.0,7.5,282.0,1.0,84.0,1.0,calm,100.0
33.1,0.76,73.0,64.0,4.6,47.0,1.0,38.0,1.0,calm,99.0
25.0,0.7,92.0,54.0,4.3,247.0,1.0,44.0,0.0,energetic,95.0
7.9,0.49,77.0,59.0,7.4,115.0,0.0,27.0,0.0,calm,70.0
17.4,0.83,81.0,59.0,4.5,149.0,1.0,28.0,1.0,energetic,93.0
24.9,0.77,71.0,68.0,7.5,214.0,1.0,28.0,1.0,energetic,93.0
19.6,0.73,88.0,,5.6,148.0,1.0,41.0,0.0,calm,94.0
12.8,0.77,53.0,43.0,4.7,132.0,0.0,21.0,0.0,calm,73.0
18.0,0.87,92.0,72.0,5.1,60.0,0.0,17.0,1.0,energetic,93.0
18.7,0.49,52.0,40.0,7.9,74.0,,86.0,1.0,calm,67.0
29.7,0.93,44.0,36.0,7.4,146.0,0.0,18.0,0.0,calm,82.0
23.7,0.75,84.0,60.0,6.4,45.0,1.0,55.0,1.0,calm,100.0
28.0,0.61,64.0,56.0,9.5,84.0,1.0,64.0,1.0,energetic,89.0
16.7,0.59,-20.842566546967333,69.0,9.4,108.0,1.0,63.0,0.0,calm,88.0
32.0,0.84,43.0,50.0,8.1,236.0,0.0,61.0,1.0,energetic,84.0
9.9,0.64,80.0,61.0,7.8,70.0,0.0,36.0,1.0,calm,81.0
26.2,0.82,43.0,51.0,9.9,278.0,1.0,85.0,0.0,calm,81.0
22.9,0.75,50.0,40.0,5.5,80.0,1.0,52.0,0.0,calm,86.0
27.1,0.75,40.0,48.0,7.3,270.0,1.0,84.0,0.0,calm,80.0
15.0,0.79,71.0,70.0,5.5,291.0,1.0,22.0,0.0,energetic,90.0
14.0,0.68,81.0,46.0,7.4,279.0,0.0,18.0,0.0,energetic,79.0
20.9,0.67,61.0,44.0,5.4,40.0,0.0,28.0,1.0,calm,82.0
8.9,0.61,55.0,50.0,7.6,46.0,1.0,65.0,0.0,energetic,75.0
12.1,0.6,85.0,64.0,7.7,206.0,0.0,,0.0,energetic,85.0
16.3,0.69,63.0,46.0,9.4,156.0,0.0,34.0,1.0,energetic,76.0
15.0,0.7,72.0,50.0,6.1,166.0,0.0,72.0,0.0,calm,81.0
21.9,0.67,92.0,63.0,7.4,153.0,0.0,78.0,0.0,calm,94.0
22.1,0.66,41.0,61.0,8.9,269.0,0.0,26.0,1.0,energetic,70.0
21.3,0.98,72.0,60.0,4.8,36.0,0.0,70.0,0.0,energetic,97.0
9.4,0.66,61.0,58.0,8.1,131.0,1.0,34.0,1.0,calm,72.0
8.0,0.58,47.0,49.0,9.6,258.0,0.0,51.0,1.0,energetic,59.0
9.5,0.52,87.0,66.0,7.8,169.0,0.0,24.0,1.0,energetic,78.0
18.4,0.47,48.0,56.0,8.2,165.0,1.0,23.0,0.0,energetic,75.0
39.5,0.93,54.0,43.0,8.5,62.0,1.0,47.0,0.0,calm,97.0
21.1,0.76,75.0,56.0,6.8,151.0,0.0,85.0,1.0,energetic,91.0
17.1,0.7,46.0,49.0,5.2,114.0,1.0,22.0,0.0,calm,73.0
11.4,0.62,70.0,62.0,10.0,213.0,0.0,73.0,0.0,energetic,70.0
8.4,0.57,94.0,63.0,4.7,133.0,1.0,70.0,1.0,calm,87.0
17.0,0.72,74.0,69.0,6.4,242.0,1.0,38.0,1.0,energetic,92.0
34.9,0.97,92.0,64.0,9.2,50.0,0.0,85.0,1.0,calm,100.0
34.9,0.88,68.0,70.0,5.2,283.0,0.0,24.0,0.0,calm,100.0
28.8,0.64,52.0,53.0,6.3,164.0,0.0,46.0,1.0,calm,85.0
16.0,0.55,65.0,54.0,9.8,228.0,0.0,39.0,1.0,calm,72.0
15.3,0.6,58.0,64.0,6.0,278.0,1.0,56.0,0.0,energetic,78.0
23.9,0.61,83.0,51.0,4.8,207.0,1.0,73.0,0.0,calm,90.0
32.2,0.86,73.0,70.0,7.5,186.0,0.0,58.0,0.0,calm,97.0
36.2,0.81,55.0,41.0,6.0,196.0,0.0,69.0,0.0,energetic,94.0
19.4,0.81,55.0,39.0,6.2,298.0,0.0,22.0,1.0,energetic,80.0
33.2,1.0,61.0,54.0,9.6,196.0,1.0,49.0,0.0,calm,99.0
24.1,0.76,73.0,64.0,9.3,70.0,0.0,80.0,1.0,calm,92.0
8.4,0.59,85.0,62.0,4.4,157.0,1.0,61.0,1.0,calm,77.0
27.3,0.78,48.0,52.0,6.4,110.0,0.0,68.0,0.0,calm,89.0
19.9,0.77,59.0,68.0,8.2,67.0,1.0,60.0,1.0,calm,88.0
38.8,0.74,60.0,47.0,6.0,131.0,0.0,65.0,0.0,energetic,97.0
23.0,0.97,81.0,45.0,9.5,249.0,1.0,59.0,1.0,calm,96.0
26.4,0.81,90.0,53.0,8.2,188.0,1.0,80.0,0.0,energetic,95.0
19.5,0.71,67.0,43.0,9.3,269.0,1.0,24.0,1.0,energetic,79.0
28.6,0.72,72.0,69.0,6.7,591.3619289707392,0.0,38.0,0.0,energetic,95.0
29.7,1.0,47.0,35.0,4.5,249.0,1.0,7.0,1.0,calm,88.0
28.2,0.78,63.0,52.0,8.4,205.0,1.0,29.0,0.0,calm,89.0
7.7,0.55,78.0,63.0,7.5,83.0,1.0,68.0,1.0,energetic,81.0
19.6,0.82,87.0,76.0,6.2,245.0,1.0,41.0,1.0,calm,100.0
17.0,0.48,77.0,72.0,8.0,134.0,0.0,59.0,1.0,energetic,82.0
11.0,0.58,94.0,68.0,7.2,288.0,1.0,60.0,1.0,calm,91.0
35.5,0.92,87.0,48.0,6.9,246.0,1.0,65.0,1.0,energetic,100.0
33.2,0.92,80.0,67.0,6.1,45.0,0.0,63.0,0.0,energetic,100.0
5.1,0.7,54.0,56.0,9.7,201.0,0.0,47.0,1.0,energetic,63.0
30.4,0.92,82.0,49.0,5.8,216.0,0.0,12.0,1.0,calm,98.0
14.7,0.54,87.0,49.0,7.1,196.0,0.0,12.0,1.0,calm,85.0
21.1,0.54,82.0,65.0,4.1,299.0,0.0,25.0,1.0,energetic,86.0
20.7,0.54,76.0,45.0,5.8,118.0,0.0,84.0,0.0,calm,82.0
19.3,0.88,59.0,65.0,9.4,255.0,0.0,67.0,0.0,energetic,86.0
14.0,0.61,56.0,48.0,9.3,204.0,0.0,57.0,0.0,energetic,69.0
26.6,0.69,80.0,62.0,6.9,142.0,0.0,67.0,0.0,energetic,99.0
20.8,0.67,62.0,57.0,6.2,232.0,1.0,58.0,1.0,energetic,79.0
21.2,0.52,78.0,67.0,8.8,,0.0,18.0,1.0,energetic,87.0
30.0,0.51,71.0,63.0,8.8,160.0,1.0,35.0,1.0,energetic,95.0
11.5,0.41,41.0,43.0,9.8,210.0,0.0,26.0,0.0,energetic,51.0
5.0,0.58,41.0,42.0,8.9,226.0,1.0,87.0,1.0,calm,56.0
38.5,0.86,45.0,62.0,8.9,168.0,0.0,61.0,0.0,calm,95.0
31.3,0.74,51.0,56.0,9.0,223.0,0.0,62.0,1.0,energetic,87.0
23.0,0.73,73.0,43.0,4.1,255.0,0.0,81.0,0.0,energetic,85.0
7.6,0.45,94.0,56.0,4.0,83.0,1.0,83.0,1.0,energetic,81.0
21.9,0.78,72.0,68.0,6.0,286.0,0.0,65.0,1.0,calm,88.0
9.1,0.66,92.0,62.0,6.6,60.0,1.0,66.0,0.0,calm,87.0
24.0,0.7,51.0,58.0,6.6,158.0,1.0,78.0,1.0,energetic,80.0
